id,cell_count,cell_type,staining,objective,markers,set
171,7,AHPC,AF488,20x,Ki67 + TuJ1,test
1288,2,AHPC,AF488,20x,GFAP + Ki67,test
693,2,AHPC,Cy3,20x,PI,test
2392,0,AHPC,Cy3,20x,PI,test
341,0,AHPC,Cy3,20x,PI,test
2230,0,AHPC,Cy3,20x,PI,test
1139,3,AHPC,Cy3,20x,MAP2ab,test
3007,17,RPC,Cy3,40x,TuJ1,test
260,0,AHPC,Cy3,20x,PI,test
1342,5,AHPC,Cy3,20x,MAP2ab,test
2571,3,AHPC,Cy3,20x,GFAP,test
2294,0,AHPC,Cy3,20x,GFAP,test
189,19,AHPC,Cy3,20x,Ki67 + TuJ1,test
2557,153,AHPC,Cy3,20x,Ki67 + TuJ1,test
201,79,AHPC,Cy3,20x,Ki67 + TuJ1,test
2969,34,RPC,Cy3,40x,MAP2ab,test
2169,0,AHPC,Cy3,20x,PI,test
1893,15,AHPC,Cy3,20x,Ki67 + TuJ1,test
2806,85,RPC,Cy3,40x,TuJ1,test
139,4,AHPC,Cy3,20x,MAP2ab,test
1608,2,AHPC,AF488,20x,Ki67 + TuJ1,test
2255,29,AHPC,Cy3,20x,Ki67 + RIP,test
771,0,AHPC,Cy3,20x,PI,test
871,7,AHPC,Cy3,20x,Ki67 + TuJ1,test
119,0,AHPC,Cy3,20x,GFAP + Ki67,test
2854,55,RPC,Cy3,40x,TuJ1,test
1193,1,AHPC,Cy3,20x,PI,test
2112,25,AHPC,Cy3,20x,Ki67 + TuJ1,test
743,0,AHPC,Cy3,20x,PI,test
2103,9,AHPC,Cy3,20x,Ki67 + TuJ1,test
1740,0,AHPC,Cy3,20x,PI,test
321,0,AHPC,Cy3,20x,PI,test
741,3,AHPC,Cy3,20x,PI,test
1866,47,AHPC,Cy3,20x,MAP2ab + RIP,test
589,0,AHPC,Cy3,20x,PI,test
2773,11,RPC,Cy3,40x,GFAP,test
720,0,AHPC,Cy3,20x,PI,test
1948,1,AHPC,Cy3,20x,PI,test
2809,63,RPC,Cy3,40x,MAP2ab,test
2083,8,AHPC,AF488,20x,Ki67 + TuJ1,test
1403,2,AHPC,AF488,20x,Ki67 + TuJ1,test
677,0,AHPC,Cy3,20x,PI,test
1807,11,AHPC,Cy3,20x,Ki67 + TuJ1,test
265,0,AHPC,Cy3,20x,PI,test
2465,105,AHPC,Cy3,20x,Ki67 + RIP,test
918,0,AHPC,Cy3,20x,GFAP + Ki67,test
2907,64,RPC,Cy3,40x,TuJ1,test
1771,0,AHPC,AF488,20x,GFAP + Ki67,test
2193,4,AHPC,Cy3,20x,PI,test
2855,84,RPC,Cy3,40x,TuJ1,test
1447,5,AHPC,Cy3,20x,PI,test
2045,15,AHPC,Cy3,20x,MAP2ab,test
1116,6,AHPC,Cy3,20x,Ki67 + TuJ1,test
2546,111,AHPC,Cy3,20x,Ki67 + TuJ1,test
2517,103,AHPC,Cy3,20x,Ki67 + TuJ1,test
1016,6,AHPC,Cy3,20x,RIP,test
2239,250,AHPC,Cy3,20x,Ki67 + TuJ1,test
2532,177,AHPC,Cy3,20x,Ki67 + TuJ1,test
102,1,AHPC,AF488,20x,GFAP + Ki67,test
167,9,AHPC,Cy3,20x,MAP2ab,test
1424,0,AHPC,Cy3,20x,PI,test
2625,155,AHPC,Cy3,20x,PI,test
1338,4,AHPC,Cy3,20x,MAP2ab,test
1814,6,AHPC,AF488,20x,MAP2ab,test
544,4,AHPC,AF488,20x,Ki67 + TuJ1,test
1055,1,AHPC,AF488,20x,GFAP + Ki67,test
2180,10,AHPC,Cy3,20x,PI,test
1058,0,AHPC,Cy3,20x,GFAP + Ki67,test
2327,88,AHPC,Cy3,20x,PI,test
1786,5,AHPC,Cy3,20x,Ki67 + TuJ1,test
215,44,AHPC,AF488,20x,Ki67 + TuJ1,test
500,10,AHPC,Cy3,20x,MAP2ab,test
421,37,AHPC,Cy3,20x,RIP,test
1278,0,AHPC,Cy3,20x,GFAP + Ki67,test
1584,9,AHPC,Cy3,20x,Ki67 + TuJ1,test
132,10,AHPC,Cy3,20x,MAP2ab,test
995,4,AHPC,Cy3,20x,RIP,test
1539,25,AHPC,Cy3,20x,MAP2ab,test
2428,136,AHPC,Cy3,20x,Ki67 + RIP,test
1008,23,AHPC,Cy3,20x,RIP,test
1119,11,AHPC,Cy3,20x,MAP2ab,test
2155,0,AHPC,Cy3,20x,PI,test
1731,0,AHPC,Cy3,20x,PI,test
146,50,AHPC,Cy3,20x,MAP2ab,test
94,0,AHPC,Cy3,20x,GFAP + Ki67,test
760,0,AHPC,Cy3,20x,PI,test
271,1,AHPC,Cy3,20x,PI,test
2445,189,AHPC,Cy3,20x,Ki67 + RIP,test
87,1,AHPC,AF488,20x,GFAP + Ki67,test
2867,30,RPC,Cy3,40x,MAP2ab,test
1482,4,AHPC,Cy3,20x,PI,test
2324,1,AHPC,Cy3,20x,GFAP,test
1632,3,AHPC,AF488,20x,Ki67 + TuJ1,test
621,1,AHPC,Cy3,20x,PI,test
2753,187,RPC,Cy3,40x,TuJ1,test
2755,191,RPC,Cy3,40x,TuJ1,test
2325,0,AHPC,Cy3,20x,GFAP,test
770,0,AHPC,Cy3,20x,PI,test
283,3,AHPC,Cy3,20x,PI,test
36,0,AHPC,Cy3,20x,PI,test
2117,19,AHPC,Cy3,20x,Ki67 + TuJ1,test
2889,73,RPC,Cy3,40x,MAP2ab,test
2354,93,AHPC,Cy3,20x,PI,test
1105,2,AHPC,AF488,20x,Ki67 + TuJ1,test
2949,48,RPC,Cy3,40x,MAP2ab,test
68,21,AHPC,Cy3,20x,RIP,test
2771,40,RPC,Cy3,40x,GFAP,test
638,0,AHPC,Cy3,20x,PI,test
489,6,AHPC,Cy3,20x,MAP2ab,test
2951,28,RPC,Cy3,40x,MAP2ab,test
2224,1,AHPC,Cy3,20x,PI,test
396,0,AHPC,Cy3,20x,PI,test
2830,41,RPC,Cy3,40x,MAP2ab,test
1604,2,AHPC,AF488,20x,Ki67 + TuJ1,test
1019,0,AHPC,Cy3,20x,GFAP + Ki67,test
1284,0,AHPC,Cy3,20x,GFAP + Ki67,test
2143,0,AHPC,Cy3,20x,PI,test
723,0,AHPC,Cy3,20x,PI,test
1456,13,AHPC,Cy3,20x,PI,test
50,5,AHPC,Cy3,20x,RIP,test
186,53,AHPC,Cy3,20x,Ki67 + TuJ1,test
2130,0,AHPC,Cy3,20x,PI,test
2954,51,RPC,Cy3,40x,MAP2ab,test
2790,55,RPC,Cy3,40x,TuJ1,test
1382,2,AHPC,AF488,20x,Ki67 + TuJ1,test
2349,161,AHPC,Cy3,20x,PI,test
423,19,AHPC,Cy3,20x,RIP,test
415,21,AHPC,Cy3,20x,RIP,test
66,8,AHPC,Cy3,20x,RIP,test
850,9,AHPC,Cy3,20x,Ki67 + TuJ1,test
1270,17,AHPC,Cy3,20x,RIP,test
2226,0,AHPC,Cy3,20x,PI,test
1518,33,AHPC,Cy3,20x,RIP,test
1929,0,AHPC,Cy3,20x,PI,test
1995,18,AHPC,Cy3,20x,RIP,test
340,3,AHPC,Cy3,20x,PI,test
782,0,AHPC,Cy3,20x,PI,test
2911,43,RPC,Cy3,40x,TuJ1,test
605,0,AHPC,Cy3,20x,PI,test
687,0,AHPC,Cy3,20x,PI,test
84,0,AHPC,Cy3,20x,GFAP + Ki67,test
2856,53,RPC,Cy3,40x,TuJ1,test
235,0,AHPC,Cy3,20x,PI,test
1400,42,AHPC,Cy3,20x,Ki67 + TuJ1,test
1624,2,AHPC,Cy3,20x,Ki67 + TuJ1,test
1504,3,AHPC,Cy3,20x,RIP,test
794,0,AHPC,AF488,20x,MAP2ab,test
2580,65,AHPC,Cy3,20x,PI,test
2287,990,AHPC,DAPI,20x,DAPI,trainval
2497,1004,AHPC,DAPI,20x,DAPI,trainval
30,42,AHPC,DAPI,20x,DAPI,trainval
1427,81,AHPC,DAPI,20x,DAPI,trainval
1285,39,AHPC,DAPI,20x,DAPI,trainval
462,62,AHPC,DAPI,20x,DAPI,trainval
2692,373,RPC,DAPI,40x,DAPI,trainval
1681,240,AHPC,DAPI,20x,DAPI,trainval
359,47,AHPC,DAPI,20x,DAPI,trainval
2060,98,AHPC,DAPI,20x,DAPI,trainval
2342,1379,AHPC,DAPI,20x,DAPI,trainval
1254,68,AHPC,DAPI,20x,DAPI,trainval
517,127,AHPC,DAPI,20x,DAPI,trainval
1726,64,AHPC,DAPI,20x,DAPI,trainval
1710,148,AHPC,DAPI,20x,DAPI,trainval
343,293,AHPC,DAPI,20x,DAPI,trainval
3015,168,RPC,DAPI,40x,DAPI,trainval
1809,51,AHPC,DAPI,20x,DAPI,trainval
89,64,AHPC,DAPI,20x,DAPI,trainval
974,35,AHPC,DAPI,20x,DAPI,trainval
715,322,AHPC,DAPI,20x,DAPI,trainval
2879,148,RPC,DAPI,40x,DAPI,trainval
2453,1108,AHPC,DAPI,20x,DAPI,trainval
1830,37,AHPC,DAPI,20x,DAPI,trainval
130,66,AHPC,DAPI,20x,DAPI,trainval
1693,234,AHPC,DAPI,20x,DAPI,trainval
1088,58,AHPC,DAPI,20x,DAPI,trainval
1232,63,AHPC,DAPI,20x,DAPI,trainval
2823,309,RPC,DAPI,40x,DAPI,trainval
910,43,AHPC,DAPI,20x,DAPI,trainval
1642,64,AHPC,DAPI,20x,DAPI,trainval
594,235,AHPC,DAPI,20x,DAPI,trainval
425,87,AHPC,DAPI,20x,DAPI,trainval
907,306,AHPC,DAPI,20x,DAPI,trainval
1118,193,AHPC,DAPI,20x,DAPI,trainval
2019,73,AHPC,DAPI,20x,DAPI,trainval
1993,74,AHPC,DAPI,20x,DAPI,trainval
636,199,AHPC,DAPI,20x,DAPI,trainval
91,34,AHPC,DAPI,20x,DAPI,trainval
1170,64,AHPC,DAPI,20x,DAPI,trainval
528,74,AHPC,DAPI,20x,DAPI,trainval
3018,294,RPC,DAPI,40x,DAPI,trainval
1097,207,AHPC,DAPI,20x,DAPI,trainval
1289,86,AHPC,DAPI,20x,DAPI,trainval
596,214,AHPC,DAPI,20x,DAPI,trainval
1149,73,AHPC,DAPI,20x,DAPI,trainval
386,158,AHPC,DAPI,20x,DAPI,trainval
1591,26,AHPC,DAPI,20x,DAPI,trainval
1154,52,AHPC,DAPI,20x,DAPI,trainval
2898,285,RPC,DAPI,40x,DAPI,trainval
2904,265,RPC,DAPI,40x,DAPI,trainval
2616,564,AHPC,DAPI,20x,DAPI,trainval
2077,80,AHPC,DAPI,20x,DAPI,trainval
650,96,AHPC,DAPI,20x,DAPI,trainval
1133,60,AHPC,DAPI,20x,DAPI,trainval
432,105,AHPC,DAPI,20x,DAPI,trainval
1222,113,AHPC,DAPI,20x,DAPI,trainval
2139,190,AHPC,DAPI,20x,DAPI,trainval
689,131,AHPC,DAPI,20x,DAPI,trainval
302,312,AHPC,DAPI,20x,DAPI,trainval
937,210,AHPC,DAPI,20x,DAPI,trainval
451,228,AHPC,DAPI,20x,DAPI,trainval
2703,307,RPC,DAPI,40x,DAPI,trainval
2827,273,RPC,DAPI,40x,DAPI,trainval
2008,46,AHPC,DAPI,20x,DAPI,trainval
474,73,AHPC,DAPI,20x,DAPI,trainval
2721,541,RPC,DAPI,40x,DAPI,trainval
268,1117,AHPC,DAPI,20x,DAPI,trainval
2982,221,RPC,DAPI,40x,DAPI,trainval
3001,106,RPC,DAPI,40x,DAPI,trainval
562,274,AHPC,DAPI,20x,DAPI,trainval
2128,185,AHPC,DAPI,20x,DAPI,trainval
1575,27,AHPC,DAPI,20x,DAPI,trainval
1519,23,AHPC,DAPI,20x,DAPI,trainval
1064,141,AHPC,DAPI,20x,DAPI,trainval
1357,46,AHPC,DAPI,20x,DAPI,trainval
2684,191,RPC,DAPI,40x,DAPI,trainval
963,85,AHPC,DAPI,20x,DAPI,trainval
412,90,AHPC,DAPI,20x,DAPI,trainval
1474,105,AHPC,DAPI,20x,DAPI,trainval
2,141,AHPC,DAPI,20x,DAPI,trainval
1617,15,AHPC,DAPI,20x,DAPI,trainval
699,102,AHPC,DAPI,20x,DAPI,trainval
1503,21,AHPC,DAPI,20x,DAPI,trainval
230,29,AHPC,DAPI,20x,DAPI,trainval
1574,126,AHPC,DAPI,20x,DAPI,trainval
1888,131,AHPC,DAPI,20x,DAPI,trainval
134,31,AHPC,DAPI,20x,DAPI,trainval
622,265,AHPC,DAPI,20x,DAPI,trainval
646,83,AHPC,DAPI,20x,DAPI,trainval
1446,128,AHPC,DAPI,20x,DAPI,trainval
2984,229,RPC,DAPI,40x,DAPI,trainval
2358,1519,AHPC,DAPI,20x,DAPI,trainval
759,33,AHPC,DAPI,20x,DAPI,trainval
1000,162,AHPC,DAPI,20x,DAPI,trainval
1480,80,AHPC,DAPI,20x,DAPI,trainval
826,140,AHPC,DAPI,20x,DAPI,trainval
2304,767,AHPC,DAPI,20x,DAPI,trainval
1267,138,AHPC,DAPI,20x,DAPI,trainval
993,95,AHPC,DAPI,20x,DAPI,trainval
1103,77,AHPC,DAPI,20x,DAPI,trainval
2942,283,RPC,DAPI,40x,DAPI,trainval
2002,97,AHPC,DAPI,20x,DAPI,trainval
2706,686,RPC,DAPI,40x,DAPI,trainval
2491,362,AHPC,DAPI,20x,DAPI,trainval
1819,86,AHPC,DAPI,20x,DAPI,trainval
661,275,AHPC,DAPI,20x,DAPI,trainval
1513,37,AHPC,DAPI,20x,DAPI,trainval
1068,15,AHPC,DAPI,20x,DAPI,trainval
785,84,AHPC,DAPI,20x,DAPI,trainval
667,55,AHPC,DAPI,20x,DAPI,trainval
45,55,AHPC,DAPI,20x,DAPI,trainval
2173,372,AHPC,DAPI,20x,DAPI,trainval
2319,1251,AHPC,DAPI,20x,DAPI,trainval
1199,33,AHPC,DAPI,20x,DAPI,trainval
1250,22,AHPC,DAPI,20x,DAPI,trainval
784,73,AHPC,DAPI,20x,DAPI,trainval
1484,20,AHPC,DAPI,20x,DAPI,trainval
2398,2408,AHPC,DAPI,20x,DAPI,trainval
1734,56,AHPC,DAPI,20x,DAPI,trainval
377,101,AHPC,DAPI,20x,DAPI,trainval
1072,24,AHPC,DAPI,20x,DAPI,trainval
253,75,AHPC,DAPI,20x,DAPI,trainval
725,278,AHPC,DAPI,20x,DAPI,trainval
607,568,AHPC,DAPI,20x,DAPI,trainval
333,61,AHPC,DAPI,20x,DAPI,trainval
2175,811,AHPC,DAPI,20x,DAPI,trainval
1043,51,AHPC,DAPI,20x,DAPI,trainval
2269,1738,AHPC,DAPI,20x,DAPI,trainval
327,106,AHPC,DAPI,20x,DAPI,trainval
1704,157,AHPC,DAPI,20x,DAPI,trainval
458,55,AHPC,DAPI,20x,DAPI,trainval
930,93,AHPC,DAPI,20x,DAPI,trainval
712,194,AHPC,DAPI,20x,DAPI,trainval
761,18,AHPC,DAPI,20x,DAPI,trainval
1421,85,AHPC,DAPI,20x,DAPI,trainval
2017,119,AHPC,DAPI,20x,DAPI,trainval
899,78,AHPC,DAPI,20x,DAPI,trainval
857,19,AHPC,DAPI,20x,DAPI,trainval
1582,16,AHPC,DAPI,20x,DAPI,trainval
2395,2082,AHPC,DAPI,20x,DAPI,trainval
1454,79,AHPC,DAPI,20x,DAPI,trainval
1859,186,AHPC,DAPI,20x,DAPI,trainval
2409,2053,AHPC,DAPI,20x,DAPI,trainval
1625,29,AHPC,DAPI,20x,DAPI,trainval
1673,39,AHPC,DAPI,20x,DAPI,trainval
1478,146,AHPC,DAPI,20x,DAPI,trainval
1006,36,AHPC,DAPI,20x,DAPI,trainval
2514,942,AHPC,DAPI,20x,DAPI,trainval
1035,29,AHPC,DAPI,20x,DAPI,trainval
1185,22,AHPC,DAPI,20x,DAPI,trainval
2183,449,AHPC,DAPI,20x,DAPI,trainval
1117,28,AHPC,DAPI,20x,DAPI,trainval
304,394,AHPC,DAPI,20x,DAPI,trainval
742,281,AHPC,DAPI,20x,DAPI,trainval
2541,1011,AHPC,DAPI,20x,DAPI,trainval
2062,93,AHPC,DAPI,20x,DAPI,trainval
1336,15,AHPC,DAPI,20x,DAPI,trainval
999,136,AHPC,DAPI,20x,DAPI,trainval
1853,151,AHPC,DAPI,20x,DAPI,trainval
2537,1003,AHPC,DAPI,20x,DAPI,trainval
497,45,AHPC,DAPI,20x,DAPI,trainval
2920,227,RPC,DAPI,40x,DAPI,trainval
2454,948,AHPC,DAPI,20x,DAPI,trainval
1931,46,AHPC,DAPI,20x,DAPI,trainval
2778,533,RPC,DAPI,40x,DAPI,trainval
18,64,AHPC,DAPI,20x,DAPI,trainval
2656,902,AHPC,DAPI,20x,DAPI,trainval
1282,69,AHPC,DAPI,20x,DAPI,trainval
2663,1360,AHPC,DAPI,20x,DAPI,trainval
2725,396,RPC,DAPI,40x,DAPI,trainval
892,146,AHPC,DAPI,20x,DAPI,trainval
1046,268,AHPC,DAPI,20x,DAPI,trainval
1021,17,AHPC,DAPI,20x,DAPI,trainval
776,202,AHPC,DAPI,20x,DAPI,trainval
366,112,AHPC,DAPI,20x,DAPI,trainval
122,99,AHPC,DAPI,20x,DAPI,trainval
2924,226,RPC,DAPI,40x,DAPI,trainval
1936,62,AHPC,DAPI,20x,DAPI,trainval
1140,140,AHPC,DAPI,20x,DAPI,trainval
810,58,AHPC,DAPI,20x,DAPI,trainval
2375,2182,AHPC,DAPI,20x,DAPI,trainval
392,88,AHPC,DAPI,20x,DAPI,trainval
3000,120,RPC,DAPI,40x,DAPI,trainval
2590,752,AHPC,DAPI,20x,DAPI,trainval
1555,38,AHPC,DAPI,20x,DAPI,trainval
1425,55,AHPC,DAPI,20x,DAPI,trainval
267,360,AHPC,DAPI,20x,DAPI,trainval
1550,109,AHPC,DAPI,20x,DAPI,trainval
2935,369,RPC,DAPI,40x,DAPI,trainval
491,85,AHPC,DAPI,20x,DAPI,trainval
82,250,AHPC,DAPI,20x,DAPI,trainval
2018,97,AHPC,DAPI,20x,DAPI,trainval
1842,35,AHPC,DAPI,20x,DAPI,trainval
1436,113,AHPC,DAPI,20x,DAPI,trainval
426,98,AHPC,DAPI,20x,DAPI,trainval
561,181,AHPC,DAPI,20x,DAPI,trainval
1676,13,AHPC,DAPI,20x,DAPI,trainval
1623,18,AHPC,DAPI,20x,DAPI,trainval
1190,59,AHPC,DAPI,20x,DAPI,trainval
701,329,AHPC,DAPI,20x,DAPI,trainval
1160,102,AHPC,DAPI,20x,DAPI,trainval
2955,354,RPC,DAPI,40x,DAPI,trainval
617,252,AHPC,DAPI,20x,DAPI,trainval
901,118,AHPC,DAPI,20x,DAPI,trainval
454,23,AHPC,DAPI,20x,DAPI,trainval
966,39,AHPC,DAPI,20x,DAPI,trainval
2622,585,AHPC,DAPI,20x,DAPI,trainval
398,64,AHPC,DAPI,20x,DAPI,trainval
1083,48,AHPC,DAPI,20x,DAPI,trainval
78,66,AHPC,DAPI,20x,DAPI,trainval
2058,75,AHPC,DAPI,20x,DAPI,trainval
1856,181,AHPC,DAPI,20x,DAPI,trainval
2997,174,RPC,DAPI,40x,DAPI,trainval
1690,254,AHPC,DAPI,20x,DAPI,trainval
578,149,AHPC,DAPI,20x,DAPI,trainval
318,53,AHPC,DAPI,20x,DAPI,trainval
1530,36,AHPC,DAPI,20x,DAPI,trainval
2072,69,AHPC,DAPI,20x,DAPI,trainval
2922,355,RPC,DAPI,40x,DAPI,trainval
1892,94,AHPC,DAPI,20x,DAPI,trainval
2092,234,AHPC,DAPI,20x,DAPI,trainval
1686,242,AHPC,DAPI,20x,DAPI,trainval
1606,13,AHPC,DAPI,20x,DAPI,trainval
629,276,AHPC,DAPI,20x,DAPI,trainval
884,265,AHPC,DAPI,20x,DAPI,trainval
484,88,AHPC,DAPI,20x,DAPI,trainval
1442,72,AHPC,DAPI,20x,DAPI,trainval
2452,967,AHPC,DAPI,20x,DAPI,trainval
2603,625,AHPC,DAPI,20x,DAPI,trainval
434,106,AHPC,DAPI,20x,DAPI,trainval
1205,66,AHPC,DAPI,20x,DAPI,trainval
2881,296,RPC,DAPI,40x,DAPI,trainval
2009,73,AHPC,DAPI,20x,DAPI,trainval
807,9,AHPC,DAPI,20x,DAPI,trainval
111,157,AHPC,DAPI,20x,DAPI,trainval
1638,36,AHPC,DAPI,20x,DAPI,trainval
895,77,AHPC,DAPI,20x,DAPI,trainval
17,35,AHPC,DAPI,20x,DAPI,trainval
1266,114,AHPC,DAPI,20x,DAPI,trainval
2365,1219,AHPC,DAPI,20x,DAPI,trainval
2094,134,AHPC,DAPI,20x,DAPI,trainval
1963,156,AHPC,DAPI,20x,DAPI,trainval
2605,651,AHPC,DAPI,20x,DAPI,trainval
1794,114,AHPC,DAPI,20x,DAPI,trainval
1132,46,AHPC,DAPI,20x,DAPI,trainval
1487,96,AHPC,DAPI,20x,DAPI,trainval
239,32,AHPC,DAPI,20x,DAPI,trainval
266,786,AHPC,DAPI,20x,DAPI,trainval
1010,96,AHPC,DAPI,20x,DAPI,trainval
75,35,AHPC,DAPI,20x,DAPI,trainval
948,71,AHPC,DAPI,20x,DAPI,trainval
199,702,AHPC,DAPI,20x,DAPI,trainval
798,56,AHPC,DAPI,20x,DAPI,trainval
2118,58,AHPC,DAPI,20x,DAPI,trainval
2217,26,AHPC,DAPI,20x,DAPI,trainval
2439,1053,AHPC,DAPI,20x,DAPI,trainval
2638,610,AHPC,DAPI,20x,DAPI,trainval
2098,46,AHPC,DAPI,20x,DAPI,trainval
2456,489,AHPC,DAPI,20x,DAPI,trainval
2334,2262,AHPC,DAPI,20x,DAPI,trainval
363,86,AHPC,DAPI,20x,DAPI,trainval
2777,570,RPC,DAPI,40x,DAPI,trainval
2046,135,AHPC,DAPI,20x,DAPI,trainval
395,198,AHPC,DAPI,20x,DAPI,trainval
2030,27,AHPC,DAPI,20x,DAPI,trainval
2943,353,RPC,DAPI,40x,DAPI,trainval
64,64,AHPC,DAPI,20x,DAPI,trainval
1752,134,AHPC,DAPI,20x,DAPI,trainval
2964,161,RPC,DAPI,40x,DAPI,trainval
2937,343,RPC,DAPI,40x,DAPI,trainval
1764,133,AHPC,DAPI,20x,DAPI,trainval
13,29,AHPC,DAPI,20x,DAPI,trainval
1173,66,AHPC,DAPI,20x,DAPI,trainval
2289,1021,AHPC,DAPI,20x,DAPI,trainval
1875,62,AHPC,DAPI,20x,DAPI,trainval
2740,276,RPC,DAPI,40x,DAPI,trainval
1891,187,AHPC,DAPI,20x,DAPI,trainval
2430,447,AHPC,DAPI,20x,DAPI,trainval
3016,235,RPC,DAPI,40x,DAPI,trainval
869,35,AHPC,DAPI,20x,DAPI,trainval
2387,1945,AHPC,DAPI,20x,DAPI,trainval
2049,57,AHPC,DAPI,20x,DAPI,trainval
873,75,AHPC,DAPI,20x,DAPI,trainval
829,128,AHPC,DAPI,20x,DAPI,trainval
1932,35,AHPC,DAPI,20x,DAPI,trainval
894,213,AHPC,DAPI,20x,DAPI,trainval
960,47,AHPC,DAPI,20x,DAPI,trainval
2013,125,AHPC,DAPI,20x,DAPI,trainval
493,137,AHPC,DAPI,20x,DAPI,trainval
2001,65,AHPC,DAPI,20x,DAPI,trainval
183,137,AHPC,DAPI,20x,DAPI,trainval
2959,75,RPC,DAPI,40x,DAPI,trainval
2921,275,RPC,DAPI,40x,DAPI,trainval
155,43,AHPC,DAPI,20x,DAPI,trainval
1782,160,AHPC,DAPI,20x,DAPI,trainval
2938,282,RPC,DAPI,40x,DAPI,trainval
592,209,AHPC,DAPI,20x,DAPI,trainval
2766,314,RPC,DAPI,40x,DAPI,trainval
1954,27,AHPC,DAPI,20x,DAPI,trainval
1669,15,AHPC,DAPI,20x,DAPI,trainval
1559,44,AHPC,DAPI,20x,DAPI,trainval
1004,30,AHPC,DAPI,20x,DAPI,trainval
1946,41,AHPC,DAPI,20x,DAPI,trainval
2219,14,AHPC,DAPI,20x,DAPI,trainval
2466,845,AHPC,DAPI,20x,DAPI,trainval
2998,111,RPC,DAPI,40x,DAPI,trainval
1351,92,AHPC,DAPI,20x,DAPI,trainval
1328,45,AHPC,DAPI,20x,DAPI,trainval
2618,819,AHPC,DAPI,20x,DAPI,trainval
2683,481,RPC,DAPI,40x,DAPI,trainval
439,43,AHPC,DAPI,20x,DAPI,trainval
2660,2288,AHPC,DAPI,20x,DAPI,trainval
2582,721,AHPC,DAPI,20x,DAPI,trainval
2125,180,AHPC,DAPI,20x,DAPI,trainval
542,83,AHPC,DAPI,20x,DAPI,trainval
1477,52,AHPC,DAPI,20x,DAPI,trainval
326,121,AHPC,DAPI,20x,DAPI,trainval
1787,76,AHPC,DAPI,20x,DAPI,trainval
2044,113,AHPC,DAPI,20x,DAPI,trainval
237,78,AHPC,DAPI,20x,DAPI,trainval
1325,110,AHPC,DAPI,20x,DAPI,trainval
1439,73,AHPC,DAPI,20x,DAPI,trainval
548,75,AHPC,DAPI,20x,DAPI,trainval
2667,1445,AHPC,DAPI,20x,DAPI,trainval
1321,119,AHPC,DAPI,20x,DAPI,trainval
1852,280,AHPC,DAPI,20x,DAPI,trainval
1123,55,AHPC,DAPI,20x,DAPI,trainval
1081,68,AHPC,DAPI,20x,DAPI,trainval
2601,479,AHPC,DAPI,20x,DAPI,trainval
2729,525,RPC,DAPI,40x,DAPI,trainval
1825,29,AHPC,DAPI,20x,DAPI,trainval
988,116,AHPC,DAPI,20x,DAPI,trainval
2202,22,AHPC,DAPI,20x,DAPI,trainval
1360,44,AHPC,DAPI,20x,DAPI,trainval
1835,19,AHPC,DAPI,20x,DAPI,trainval
269,526,AHPC,DAPI,20x,DAPI,trainval
2486,1079,AHPC,DAPI,20x,DAPI,trainval
664,133,AHPC,DAPI,20x,DAPI,trainval
637,411,AHPC,DAPI,20x,DAPI,trainval
1489,42,AHPC,DAPI,20x,DAPI,trainval
1615,30,AHPC,DAPI,20x,DAPI,trainval
722,343,AHPC,DAPI,20x,DAPI,trainval
2343,1814,AHPC,DAPI,20x,DAPI,trainval
2355,911,AHPC,DAPI,20x,DAPI,trainval
944,33,AHPC,DAPI,20x,DAPI,trainval
141,420,AHPC,DAPI,20x,DAPI,trainval
632,393,AHPC,DAPI,20x,DAPI,trainval
2070,106,AHPC,DAPI,20x,DAPI,trainval
610,168,AHPC,DAPI,20x,DAPI,trainval
1358,43,AHPC,DAPI,20x,DAPI,trainval
207,49,AHPC,DAPI,20x,DAPI,trainval
2705,387,RPC,DAPI,40x,DAPI,trainval
1438,119,AHPC,DAPI,20x,DAPI,trainval
112,68,AHPC,DAPI,20x,DAPI,trainval
476,154,AHPC,DAPI,20x,DAPI,trainval
457,83,AHPC,DAPI,20x,DAPI,trainval
692,654,AHPC,DAPI,20x,DAPI,trainval
440,80,AHPC,DAPI,20x,DAPI,trainval
391,229,AHPC,DAPI,20x,DAPI,trainval
1070,19,AHPC,DAPI,20x,DAPI,trainval
643,55,AHPC,DAPI,20x,DAPI,trainval
626,323,AHPC,DAPI,20x,DAPI,trainval
536,78,AHPC,DAPI,20x,DAPI,trainval
465,34,AHPC,DAPI,20x,DAPI,trainval
735,526,AHPC,DAPI,20x,DAPI,trainval
2331,1951,AHPC,DAPI,20x,DAPI,trainval
2145,147,AHPC,DAPI,20x,DAPI,trainval
35,38,AHPC,DAPI,20x,DAPI,trainval
1684,239,AHPC,DAPI,20x,DAPI,trainval
2413,1654,AHPC,DAPI,20x,DAPI,trainval
827,46,AHPC,DAPI,20x,DAPI,trainval
73,74,AHPC,DAPI,20x,DAPI,trainval
2668,898,AHPC,DAPI,20x,DAPI,trainval
1769,4,AHPC,DAPI,20x,DAPI,trainval
231,45,AHPC,DAPI,20x,DAPI,trainval
1195,106,AHPC,DAPI,20x,DAPI,trainval
2915,319,RPC,DAPI,40x,DAPI,trainval
1229,98,AHPC,DAPI,20x,DAPI,trainval
2596,885,AHPC,DAPI,20x,DAPI,trainval
